77740	77740	40141100000	1
77740	77740	50122800000	1
77740	77740	40141500000	1
77740	77740	40945310200	1
77740	77740	40945210300	1
77740	77740	40372101200	2
77740	77740	40372100500	1
77740	77740	40994307000	1
77740	77740	50911305000	2
77740	77740	50911303500	1
77740	77740	50911203600	1
77740	40141100000	40322114800	2
77740	40141100000	50651402550	1
77740	40141100000	40141102000	1
77740	40141100000	50631802450	1
77740	40141100000	50612701720	1
77740	40141100000	40141102100	2
77740	40141100000	50526105860	1
77740	40141100000	50526105960	1
77740	40141100000	40414301500	1
77740	40141100000	50612204000	1
77740	40141100000	40116207150	2
77740	40141100000	40112203000	2
77740	40141100000	40332100630	1
77740	40141100000	40372100900	1
77740	40141100000	40372101600	1
77740	40141100000	40372100700	1
77740	50122800000	50122806260	1
77740	50122800000	50911102500	1
77740	50122800000	40112101800	2
77740	50122800000	40116202200	2
77740	50122800000	50612204460	4
77740	50122800000	50911309300	2
77740	50122800000	50122804850	1
77740	50122800000	40111203950	1
77740	50122800000	50221105050	1
77740	50122800000	50221105150	1
77740	50122800000	40112202650	1
77740	50122800000	40112203200	1
77740	50122800000	40112203100	2
77740	50122800000	40111702950	1
77740	50122800000	40314205050	2
77740	50122800000	50221105160	1
77740	50122800000	40332100630	1
77740	50122800000	40372100900	1
77740	50122800000	40372101600	1
77740	50122800000	40372100700	1
77740	40141500000	40116206300	1
77740	40141500000	40141101700	1
77740	40141500000	40112101400	2
77740	40141500000	40962104310	1
77740	40141500000	40116208900	1
77740	40141500000	40331100600	2
77740	40141500000	40141502000	1
77740	40141500000	40414302800	1
77740	40141500000	40945310400	1
77740	40141500000	50512101100	1
77740	40141500000	40116211600	1
77740	40141500000	50122803400	1
77740	40141500000	50122803500	1
77740	40141500000	40311101700	1
77740	40141500000	50221104350	1
77740	40141500000	40962104400	1
77740	40141500000	40116206700	1
77740	40141500000	40111202200	1
77740	40141500000	40116206800	1
77740	40141500000	50221104450	1
77740	40141500000	40771100100	1
77740	40141500000	40112101500	2
77740	40141500000	40962106100	1
77740	40141500000	40332100630	1
77740	40141500000	40372100900	1
77740	40141500000	40372101600	1
77740	40141500000	40372100700	1
87750	87750	40372101200	10
87750	87750	40372100500	10
87750	87750	40994307000	10
87750	87750	50911305000	20
87750	87750	50911303500	10
87750	87750	50911203600	10
