40141100000	951035125	0,1870	0,1450
50122800000	951035142	1,1000	0,5000
40141500000	2211131001	0,0080	0,0000
40945310200	2211131001	0,0010	0,0000
40945210300	1844102509	0,0150	0,0110
40372101200	1314401242	0,0015	0,0004
40372100500	1314401243	0,0030	0,0006
40994307000	1314401244	0,0024	0,0006
40322114800	1131124536	0,2200	0,0600
50651402550	4111220110	47,1500	17,1500
40141102000	951061133	0,8340	0,6440
50631802450	4111220120	1,0000	0,0000
50612701720	1811101501	0,0040	0,0013
40141102100	1131122110	0,0450	0,0000
50526105860	1845505629	0,0800	0,0030
50526105960	1845505629	0,0330	0,0020
40414301500	951032148	3,4120	2,8120
50612204000	1131123516	0,0470	0,0370
40116207150	951035132	0,1650	0,0850
40112203000	1131124514	0,1400	0,0500
40332100630	2211131001	0,0002	0,0000
40372100900	2211131001	0,0036	0,0000
40372101600	2211131001	0,0059	0,0000
40372100700	2211131001	0,0018	0,0000
50122806260	4111220332	8,2000	3,7800
50911102500	1314401113	0,0120	0,0040
40112101800	951061113	0,0570	0,0310
40116202200	951061149	1,1050	0,3050
50612204460	971207005	0,0180	0,0080
50911309300	1314401103	0,0010	0,0003
50122804850	4111230022	26,7700	14,3700
40111203950	951061133	0,9100	0,3100
50221105050	4111220333	4,2900	2,4400
50221105150	4111220333	4,2900	2,4400
40112202650	951061141	0,7500	0,5900
40112203200	951061141	0,1760	0,1230
40112203100	1131124514	0,0770	0,0470
40111702950	951061133	1,0750	0,3750
40314205050	2249210400	0,0200	0,0000
50221105160	4111220325	1,8200	1,4700
40116206300	1131143527	0,1580	0,0910
40141101700	951059127	0,1650	0,0950
40112101400	1131124536	0,2300	0,1600
40116208900	973009010	0,0630	0,0290
40331100600	1131124516	0,0200	0,0050
40141502000	951061133	0,7840	0,4840
40414302800	4121600009	1,0000	0,0000
40945310400	951035124	0,9700	0,5100
50512101100	951035120	0,2800	0,1900
40116211600	951035116	0,0260	0,0160
50122803400	4111220586	13,4000	7,6000
50122803500	4111220590	4,0910	2,9410
40311101700	951035150	0,1380	0,1230
50221104350	1131133530	0,8000	0,4900
40116206700	951061157	2,5800	1,8300
40111202200	951061133	0,9670	0,5870
40116206800	951059127	2,3320	1,6820
50221104450	1131133530	0,8000	0,5200
40771100100	951061113	0,0600	0,0300
40112101500	951061129	0,1050	0,0650
