40372100700	2211131001	0,0018	0,0000
40332101550	2211131001	0,0033	0,0000
50911207600	1314401241	0,0010	0,0003
50911203450	1314401242	0,0010	0,0001
40956162590	951059370	0,0170	0,0120
30124522010	971109032	0,0200	0,0135
25311110420	2543113121	0,0007	0,0000
50122809390	4111220016	6,4000	3,5000
40331300960	1131124536	0,3000	0,1600
50651400820	973008001	0,0620	0,0320
40468300500	1131143524	0,1750	0,1250
40963513000	1131122540	0,0150	0,0029
40352202600	2211120103	0,0110	0,0000
40352202700	2211120103	0,0090	0,0000
40112301200	1132006708	0,0160	0,0110
50651400810	4111220011	15,3000	7,8000
50612743600	1811101501	0,0040	0,0020
40331300970	951035120	0,0520	0,0390
40331300980	951035116	0,0400	0,0280
40468300140	1131143530	0,3340	0,1720
40331300910	1131124516	0,0400	0,0270
50122809280	951035515	2,0000	0,8300
40238110400	951061120	0,0580	0,0280
40155130100	1132006708	0,0170	0,0120
40116211500	951061120	0,0400	0,0300
50911200800	1314401242	0,0008	0,0001
40963515300	1131122540	0,0220	0,0030
40984103010	1131146010	0,0150	0,0110
50122809460	933209411	0,9040	0,1130
40312000450	1131122110	0,0300	0,0020
50122809500	933209411	0,9040	0,3440
50221103250	933209412	0,0950	0,0260
40155102850	951059127	0,0940	0,0840
40312000400	1131122110	0,0250	0,0000
40238103400	1131122110	0,0100	0,0080
40111108060	1314400011	0,0009	0,0001
40983100503	1131143517	0,0300	0,0240
50122809320	933209411	0,9040	0,4540
40238102000	951061123	0,0290	0,0210
40155102290	951061123	0,0510	0,0390
50911103950	1314401105	0,0012	0,0010
40122103700	951035110	0,0100	0,0060
50926100700	971109032	0,0025	0,0003
50221103293	951035515	0,9200	0,8000
50911104520	1314401109	0,0050	0,0000
40116402900	1132006703	0,2600	0,1800
40155102800	1132006705	0,0980	0,0720
50926102100	2224000003	0,0008	0,0006
40116211970	1132006702	0,0200	0,0150
40238104250	1131124121	0,0370	0,0270
50911104630	1314401157	0,0100	0,0030
40314220343	1131143524	0,2790	0,1590
40953500453	1131124514	0,0800	0,0450
50911104673	1314401152	0,0060	0,0000
40116700150	1132006705	0,0820	0,0620
40112301050	1132006701	0,0190	0,0000
40238104190	951061120	0,0280	0,0180
50911104350	1314401149	0,0007	0,0002
40314220313	1131143524	0,2600	0,1500
40953500373	1131124514	0,0690	0,0410
